discipline,estimator,t_s,msd_m2,n_flights,sem_m2,p10_m2,p50_m2,p90_m2
hang gliders,cohort_7200s,107.0,623925.5127319525,4747,13579.38197843135,,,
hang gliders,cohort_7200s,121.0,709938.5621543629,4748,16485.54937338589,,,
hang gliders,cohort_7200s,137.0,821860.3823801897,4748,20377.4671239575,,,
hang gliders,cohort_7200s,154.0,940259.4304214183,4748,24830.731381670965,,,
hang gliders,cohort_7200s,174.0,1091755.9517487297,4748,30635.562474062106,,,
hang gliders,cohort_7200s,196.0,1268795.9347076593,4745,37885.77591876938,,,
hang gliders,cohort_7200s,221.0,1465767.8868095677,4746,46777.1059348281,,,
hang gliders,cohort_7200s,249.0,1691267.628280947,4749,56973.64754605893,,,
hang gliders,cohort_7200s,281.0,1930873.2803971039,4748,66824.54922458676,,,
hang gliders,cohort_7200s,316.0,2196421.0927329436,4749,75130.49141315317,,,
hang gliders,cohort_7200s,357.0,2497795.069893252,4748,83635.70295402687,,,
hang gliders,cohort_7200s,402.0,2822669.728900999,4749,90777.22520704613,,,
hang gliders,cohort_7200s,453.0,3255334.066922421,4748,99033.38592295576,,,
hang gliders,cohort_7200s,511.0,3767414.535174382,4752,106107.87457174037,,,
hang gliders,cohort_7200s,576.0,4522082.515873197,4753,117134.44487822143,,,
hang gliders,cohort_7200s,649.0,5587184.006671013,4752,134208.4365653723,,,
hang gliders,cohort_7200s,732.0,7070425.692728998,4751,161373.66838732507,,,
hang gliders,cohort_7200s,825.0,9109536.330325233,4753,200709.2753895187,,,
hang gliders,cohort_7200s,931.0,12029387.33202353,4756,255358.247720549,,,
hang gliders,cohort_7200s,1049.0,16334889.053590579,4753,336645.90117163287,,,
hang gliders,cohort_7200s,1183.0,22301579.763924543,4752,446618.9558047865,,,
hang gliders,cohort_7200s,1334.0,30504336.990279183,4751,588940.0672702998,,,
hang gliders,cohort_7200s,1504.0,41582900.12174816,4750,776088.1696699094,,,
hang gliders,cohort_7200s,1695.0,56612510.29805921,4751,1035278.4795978538,,,
hang gliders,cohort_7200s,1911.0,76483772.70333843,4755,1351687.3679771395,,,
hang gliders,cohort_7200s,2155.0,101798138.98707706,4757,1753098.00273062,,,
hang gliders,cohort_7200s,2429.0,133578299.41614188,4756,2255168.957442972,,,
hang gliders,cohort_7200s,2739.0,173678509.41416842,4759,2915036.660700081,,,
hang gliders,cohort_7200s,3088.0,222758720.69960725,4757,3769092.813590647,,,
hang gliders,cohort_7200s,3481.0,284242226.81011456,4755,4917089.322274077,,,
hang gliders,cohort_7200s,3925.0,357758053.3964285,4755,6285293.122442886,,,
hang gliders,cohort_7200s,4425.0,446306969.2696899,4754,8101550.557509941,,,
hang gliders,cohort_7200s,4989.0,549872888.435699,4759,10299310.188995047,,,
hang gliders,cohort_7200s,5624.0,672159990.2126026,4761,13087473.295904638,,,
hang gliders,cohort_7200s,6341.0,811805508.7788668,4758,16640946.598450823,,,
hang gliders,cohort_7200s,7149.0,959152711.2411349,4761,20885342.35753242,,,
hang gliders,cohort_7200s,8059.0,1195083574.7090776,4357,28007775.929074537,,,
hang gliders,cohort_7200s,9086.0,1447495930.5007803,3912,37562251.063149475,,,
hang gliders,cohort_7200s,10244.0,1732523236.2035773,3396,51867829.61067331,,,
hang gliders,cohort_7200s,11549.0,2058164540.6086159,2865,69955362.17677379,,,
hang gliders,cohort_7200s,13021.0,2457463664.4818864,2297,101767932.0555365,,,
hang gliders,cohort_7200s,14680.0,2912271082.9027524,1770,148636608.96202525,,,
hang gliders,cohort_7200s,16550.0,3736580070.701427,1248,238199977.84974563,,,
hang gliders,cohort_7200s,18659.0,4869094803.534155,837,410738541.53672326,,,
hang gliders,cohort_7200s,21037.0,5926893263.471277,540,707885528.1488745,,,
hang gliders,cohort_7200s,23717.0,6647331511.569171,316,1195552718.3454185,,,
hang gliders,cohort_7200s,26739.0,12383495506.344454,111,3221018087.56652,,,
hang gliders,cohort_7200s,30146.0,15831720293.090477,26,6982105607.602981,,,
hang gliders,cohort_7200s,33987.0,28561524340.250732,7,11625285867.716745,,,
hang gliders,cohort_7200s,38318.0,40087122161.75685,6,18098402115.096497,,,
hang gliders,cohort_7200s,43200.0,54462257123.08682,3,43550127397.317345,,,
hang gliders,cohort_14400s,1.0,87.05235448750277,577,5.986103327487805,,,
hang gliders,cohort_14400s,2.0,436.49326724798004,756,32.55208483432214,,,
hang gliders,cohort_14400s,3.0,994.9284260404302,912,52.22907237037184,,,
hang gliders,cohort_14400s,4.0,1966.368410765712,978,82.3756925082373,,,
hang gliders,cohort_14400s,5.0,3546.9526381778737,1364,129.38203675636993,,,
hang gliders,cohort_14400s,6.0,4521.5333387862465,1369,139.6033089302893,,,
hang gliders,cohort_14400s,7.0,5642.629635182552,1370,156.52568804647,,,
hang gliders,cohort_14400s,8.0,10823.328511760994,1378,343.1420729661664,,,
hang gliders,cohort_14400s,9.0,11754.646178566294,1382,341.6252042322807,,,
hang gliders,cohort_14400s,10.0,13513.984297841223,1605,314.10062049199456,,,
hang gliders,cohort_14400s,11.0,16079.426637736615,1608,360.8716693064376,,,
hang gliders,cohort_14400s,12.0,17957.658700794214,1608,383.5219639701552,,,
hang gliders,cohort_14400s,14.0,26910.45049324868,1610,649.4782548403505,,,
hang gliders,cohort_14400s,16.0,35985.0288310133,1612,751.6879355153891,,,
hang gliders,cohort_14400s,18.0,47256.17197295879,1613,1061.231037844532,,,
hang gliders,cohort_14400s,20.0,55335.09344467648,1617,1281.4658920634456,,,
hang gliders,cohort_14400s,23.0,73237.88609379118,1618,1924.2914620151776,,,
hang gliders,cohort_14400s,25.0,81416.8359377916,1668,2419.5714902026207,,,
hang gliders,cohort_14400s,29.0,116175.86029810643,1823,2756.054700202139,,,
hang gliders,cohort_14400s,32.0,131367.5295516064,1842,3056.152236470703,,,
hang gliders,cohort_14400s,37.0,172219.6889055815,1842,4019.8076502692006,,,
hang gliders,cohort_14400s,41.0,206231.86243952808,1843,4828.500154145371,,,
hang gliders,cohort_14400s,46.0,255730.09536352352,1843,6111.894844682945,,,
hang gliders,cohort_14400s,52.0,306749.3349476364,1843,7515.9179532237995,,,
hang gliders,cohort_14400s,59.0,390035.21058866294,1851,9887.326265169813,,,
hang gliders,cohort_14400s,67.0,467942.3113468472,1852,12297.157168096543,,,
hang gliders,cohort_14400s,75.0,548807.8113094436,1852,14816.86403116564,,,
hang gliders,cohort_14400s,85.0,647146.4522544609,1852,18312.79357642556,,,
hang gliders,cohort_14400s,95.0,753019.1097608894,1852,22371.453642127166,,,
hang gliders,cohort_14400s,107.0,877061.7065667259,1852,27436.335856732207,,,
hang gliders,cohort_14400s,121.0,1019064.1787687442,1852,33994.486748843956,,,
hang gliders,cohort_14400s,137.0,1197534.77864932,1852,42747.16279944117,,,
hang gliders,cohort_14400s,154.0,1393816.406435857,1853,53052.236725166906,,,
hang gliders,cohort_14400s,174.0,1648534.1164898484,1853,66577.06656833633,,,
hang gliders,cohort_14400s,196.0,1948473.8920252132,1853,83511.88825883032,,,
hang gliders,cohort_14400s,221.0,2309369.432067943,1853,104631.45445201751,,,
hang gliders,cohort_14400s,249.0,2708978.8041370884,1854,128143.18794159427,,,
hang gliders,cohort_14400s,281.0,3120904.89646492,1853,150803.37361503002,,,
hang gliders,cohort_14400s,316.0,3531215.3525559646,1853,169152.31327306843,,,
hang gliders,cohort_14400s,357.0,3966139.964982752,1853,185801.71093412457,,,
hang gliders,cohort_14400s,402.0,4394084.4329304295,1854,197162.3456289194,,,
hang gliders,cohort_14400s,453.0,4938493.912013032,1853,211171.09330093153,,,
hang gliders,cohort_14400s,511.0,5564820.848485334,1854,222733.3099407245,,,
hang gliders,cohort_14400s,576.0,6453699.368171374,1854,238248.5515430719,,,
hang gliders,cohort_14400s,649.0,7671259.320009922,1853,260200.721202236,,,
hang gliders,cohort_14400s,732.0,9354202.637550527,1854,302546.38237478933,,,
hang gliders,cohort_14400s,825.0,11704105.10176061,1854,368922.42444641056,,,
hang gliders,cohort_14400s,931.0,14960071.000309072,1858,455937.0339532797,,,
hang gliders,cohort_14400s,1049.0,20146039.742737763,1856,594000.4012820695,,,
hang gliders,cohort_14400s,1183.0,27348980.092424743,1855,776089.0807489688,,,
hang gliders,cohort_14400s,1334.0,37775892.3868427,1856,1028181.5110228476,,,
hang gliders,cohort_14400s,1504.0,52538789.846351154,1856,1369085.3071736135,,,
hang gliders,cohort_14400s,1695.0,72109122.77688761,1856,1819448.1077059852,,,
hang gliders,cohort_14400s,1911.0,98869718.63955203,1859,2394140.7691958984,,,
hang gliders,cohort_14400s,2155.0,134177065.85556999,1859,3111910.891686484,,,
hang gliders,cohort_14400s,2429.0,179111319.04898855,1858,4053184.7793835984,,,
hang gliders,cohort_14400s,2739.0,237370462.12381953,1860,5264824.261683506,,,
hang gliders,cohort_14400s,3088.0,312478003.14659595,1860,6839595.149746431,,,
hang gliders,cohort_14400s,3481.0,402832920.1871713,1859,8978562.879278071,,,
hang gliders,cohort_14400s,3925.0,513093355.4694755,1859,11680760.093510719,,,
hang gliders,cohort_14400s,4425.0,645899670.9981506,1858,15487340.260252064,,,
hang gliders,cohort_14400s,4989.0,799338980.4379058,1859,20012425.596122086,,,
hang gliders,cohort_14400s,5624.0,994184069.2825031,1860,25467653.94123045,,,
hang gliders,cohort_14400s,6341.0,1243461122.4901414,1858,31974261.970061556,,,
hang gliders,cohort_14400s,7149.0,1550522266.9299307,1859,40082273.50807832,,,
hang gliders,cohort_14400s,8059.0,1904649298.380207,1858,49897179.81785724,,,
hang gliders,cohort_14400s,9086.0,2237591011.1335607,1860,60847176.459490195,,,
hang gliders,cohort_14400s,10244.0,2526672964.4760933,1859,75730879.54514952,,,
hang gliders,cohort_14400s,11549.0,2717821842.947122,1857,94398333.68484676,,,
hang gliders,cohort_14400s,13021.0,2815344159.1661253,1857,116794970.94911034,,,
hang gliders,cohort_14400s,14680.0,2912271082.9027524,1770,148636608.96202525,,,
hang gliders,cohort_14400s,16550.0,3736580070.701427,1248,238199977.84974563,,,
hang gliders,cohort_14400s,18659.0,4869094803.534155,837,410738541.53672326,,,
hang gliders,cohort_14400s,21037.0,5926893263.471277,540,707885528.1488745,,,
hang gliders,cohort_14400s,23717.0,6647331511.569171,316,1195552718.3454185,,,
hang gliders,cohort_14400s,26739.0,12383495506.344454,111,3221018087.56652,,,
hang gliders,cohort_14400s,30146.0,15831720293.090477,26,6982105607.602981,,,
hang gliders,cohort_14400s,33987.0,28561524340.250732,7,11625285867.716745,,,
hang gliders,cohort_14400s,38318.0,40087122161.75685,6,18098402115.096497,,,
hang gliders,cohort_14400s,43200.0,54462257123.08682,3,43550127397.317345,,,
hang gliders,ta_cohort_3600s,1.0,270.6619419673887,1679,,175.53555297851562,249.9693603515625,443.1905212402344
hang gliders,ta_cohort_3600s,2.0,1047.4153278213244,2492,,698.716552734375,983.7969970703125,1486.3612060546875
hang gliders,ta_cohort_3600s,3.0,2729.2899569197257,3110,,1586.63330078125,2411.277587890625,4333.68896484375
hang gliders,ta_cohort_3600s,4.0,3745.067810024597,3307,,2029.260986328125,3527.485107421875,5510.2529296875
hang gliders,ta_cohort_3600s,5.0,5748.108856494579,4954,,3359.092529296875,5171.86572265625,8867.8525390625
hang gliders,ta_cohort_3600s,6.0,7863.916988914615,4980,,4302.7744140625,7095.8955078125,11607.509765625
hang gliders,ta_cohort_3600s,7.0,9754.031973264578,5001,,4361.28759765625,8779.7763671875,16077.0615234375
hang gliders,ta_cohort_3600s,8.0,16583.525634936927,5019,,9897.59375,15366.427734375,25275.98828125
hang gliders,ta_cohort_3600s,9.0,17842.415082020205,5027,,10925.59375,16558.3203125,25981.818359375
hang gliders,ta_cohort_3600s,10.0,19551.477522331363,5998,,12175.044921875,18217.05859375,27216.2109375
hang gliders,ta_cohort_3600s,11.0,23489.375122918977,6017,,13837.361328125,20885.265625,34866.4140625
hang gliders,ta_cohort_3600s,12.0,24716.717222307965,6018,,14244.9140625,21846.05078125,36932.0703125
hang gliders,ta_cohort_3600s,14.0,36031.37838864144,6018,,17135.041015625,33741.1953125,55248.43359375
hang gliders,ta_cohort_3600s,16.0,47466.37607570148,6025,,27499.87890625,42629.92578125,74227.9296875
hang gliders,ta_cohort_3600s,18.0,60510.867570574395,6026,,35381.4140625,56833.7109375,87843.5078125
hang gliders,ta_cohort_3600s,20.0,67926.91825664756,6031,,40131.1328125,62442.02734375,96540.0
hang gliders,ta_cohort_3600s,23.0,88827.1884204129,6031,,49335.99609375,80594.8828125,132802.296875
hang gliders,ta_cohort_3600s,25.0,92923.5578827699,6031,,51827.2890625,83907.8046875,136639.03125
hang gliders,ta_cohort_3600s,29.0,133907.11887263748,6031,,75851.640625,124091.8046875,193048.234375
hang gliders,ta_cohort_3600s,32.0,150388.6288479899,6031,,84528.296875,136144.59375,220115.328125
hang gliders,ta_cohort_3600s,37.0,200671.84137218742,6031,,110523.453125,182471.46875,298988.1875
hang gliders,ta_cohort_3600s,41.0,241021.6019650507,6031,,131673.296875,220414.5625,351890.75
hang gliders,ta_cohort_3600s,46.0,308397.83085113304,6031,,164539.75,283545.875,459398.03125
hang gliders,ta_cohort_3600s,52.0,367770.4636931006,6031,,195455.03125,335528.84375,544529.8125
hang gliders,ta_cohort_3600s,59.0,489139.8198579107,6031,,255561.90625,450771.21875,731037.625
hang gliders,ta_cohort_3600s,67.0,604437.8568695656,6033,,312039.875,556020.9375,905936.9375
hang gliders,ta_cohort_3600s,75.0,759835.2138786162,6033,,386319.65625,702233.375,1149161.5
hang gliders,ta_cohort_3600s,85.0,911865.7627653009,6033,,457033.1875,837868.125,1375644.75
hang gliders,ta_cohort_3600s,95.0,1165838.314261714,6033,,574761.4375,1076073.5,1781451.5
hang gliders,ta_cohort_3600s,107.0,1421065.2997089748,6033,,689222.375,1304741.375,2173365.0
hang gliders,ta_cohort_3600s,121.0,1747236.5757613576,6033,,837486.25,1605000.25,2681042.5
hang gliders,ta_cohort_3600s,137.0,2202161.823618811,6033,,1034085.6875,2024959.875,3405975.5
hang gliders,ta_cohort_3600s,154.0,2699126.604869329,6033,,1246195.5,2484007.0,4197152.5
hang gliders,ta_cohort_3600s,174.0,3362457.986893504,6033,,1515011.125,3088381.0,5259917.5
hang gliders,ta_cohort_3600s,196.0,4163739.639454035,6033,,1842945.0,3824339.75,6579347.0
hang gliders,ta_cohort_3600s,221.0,5102020.920276317,6033,,2211440.5,4665043.0,8112489.5
hang gliders,ta_cohort_3600s,249.0,6303939.159388293,6033,,2672455.75,5761815.0,10082910.0
hang gliders,ta_cohort_3600s,281.0,7719253.273471603,6033,,3184617.25,7018021.5,12442801.0
hang gliders,ta_cohort_3600s,316.0,9466795.806560146,6033,,3827876.75,8608665.0,15382813.0
hang gliders,ta_cohort_3600s,357.0,11605242.129584046,6033,,4561352.5,10516379.0,19034842.0
hang gliders,ta_cohort_3600s,402.0,14123951.497753631,6033,,5392014.0,12742839.0,23340184.0
hang gliders,ta_cohort_3600s,453.0,17302090.639325738,6033,,6356019.0,15549935.0,28910416.0
hang gliders,ta_cohort_3600s,511.0,21123372.781261995,6033,,7482080.0,18849328.0,35626852.0
hang gliders,ta_cohort_3600s,576.0,25816672.3915861,6033,,8786472.0,22989780.0,43963064.0
hang gliders,ta_cohort_3600s,649.0,31426815.557523955,6033,,10278145.0,27860606.0,54076604.0
hang gliders,ta_cohort_3600s,732.0,38256431.55171731,6033,,11916099.0,33698060.0,66503516.0
hang gliders,ta_cohort_3600s,825.0,46597110.46482955,6033,,13702496.0,41002016.0,82062496.0
hang gliders,ta_cohort_3600s,931.0,56935378.39080065,6033,,15781512.0,49775000.0,100922992.0
hang gliders,ta_cohort_3600s,1049.0,69355756.61330616,6033,,18066202.0,60221024.0,124805912.0
hang gliders,ta_cohort_3600s,1183.0,84431980.78135312,6033,,20505862.0,72868288.0,154306464.0
hang gliders,ta_cohort_3600s,1334.0,102687380.5516684,6033,,23363986.0,88005160.0,191210832.0
hang gliders,ta_cohort_3600s,1504.0,124711729.02011804,6033,,26053322.0,106078272.0,236329760.0
hang gliders,ta_cohort_3600s,1695.0,151349648.14019957,6033,,28351318.0,126551648.0,291817440.0
hang gliders,ta_cohort_3600s,1911.0,183684256.8669186,5977,,32264518.0,152028048.0,358181760.0
hang gliders,ta_cohort_3600s,2155.0,224723184.72441262,5832,,37604224.0,184279312.0,444274432.0
hang gliders,ta_cohort_3600s,2429.0,272258647.17723364,5664,,42822828.0,222646464.0,550884928.0
hang gliders,ta_cohort_3600s,2739.0,332800390.4139123,5440,,50222568.0,268058192.0,680792832.0
hang gliders,ta_cohort_3600s,3088.0,407305241.8610851,5174,,60577972.0,323919552.0,838068160.0
hang gliders,ta_cohort_3600s,3481.0,502225864.2397584,4819,,78312992.0,391665728.0,1039131392.0
hang gliders,ta_cohort_3600s,3925.0,624341890.5734259,4415,,110063728.0,478752640.0,1302782336.0
hang gliders,ta_cohort_3600s,4425.0,776262547.591161,3971,,152644176.0,585746368.0,1623216000.0
hang gliders,ta_cohort_3600s,4989.0,971640627.546269,3456,,212578080.0,728974528.0,2044982016.0
hang gliders,ta_cohort_3600s,5624.0,1228778607.2415414,2905,,311695072.0,903169280.0,2588232704.0
hang gliders,ta_cohort_3600s,6341.0,1558091161.6351976,2347,,400982944.0,1130143616.0,3270983424.0
hang gliders,ta_cohort_3600s,7149.0,1986619469.9509344,1835,,526209728.0,1372683264.0,4180010240.0
hang gliders,ta_cohort_3600s,8059.0,2609954480.264797,1286,,729164736.0,1833553664.0,5424199680.0
hang gliders,ta_cohort_3600s,9086.0,3499374346.7426248,858,,970616768.0,2502417408.0,6584403968.0
hang gliders,ta_cohort_3600s,10244.0,4563179383.709414,554,,1474312576.0,3483685376.0,7868839936.0
hang gliders,ta_cohort_3600s,11549.0,5725714454.041311,319,,2154393856.0,4302258176.0,10293012480.0
hang gliders,ta_cohort_3600s,13021.0,7545883500.470114,137,,2859574528.0,5175509504.0,14310602752.0
hang gliders,ta_cohort_3600s,14680.0,9492208060.44984,34,,3871444480.0,5459637760.0,19379372032.0
hang gliders,ta_cohort_3600s,16550.0,11481115636.844486,7,,4808218112.0,6623024640.0,22950975488.0
hang gliders,ta_cohort_3600s,18659.0,15398623505.32811,6,,5530770432.0,9775230976.0,30889869312.0
hang gliders,ta_cohort_3600s,21037.0,18152209874.028458,4,,5543193600.0,8706153472.0,38318071808.0
hang gliders,ta_cohort_3600s,23717.0,34695194876.05084,2,,11511591936.0,34695192576.0,57878798336.0
hang gliders,ta_cohort_3600s,26739.0,81150920149.50557,1,,81150918656.0,81150918656.0,81150918656.0
hang gliders,ta_cohort_3600s,30146.0,,0,,,,
hang gliders,ta_cohort_3600s,33987.0,,0,,,,
hang gliders,ta_cohort_3600s,38318.0,,0,,,,
hang gliders,ta_cohort_3600s,43200.0,,0,,,,
hang gliders,ta_cohort_7200s,1.0,285.0600884578333,1308,,186.58779907226562,260.92852783203125,463.1812438964844
hang gliders,ta_cohort_7200s,2.0,1097.4437742574137,1948,,744.9120483398438,1023.0743408203125,1708.044921875
hang gliders,ta_cohort_7200s,3.0,2861.6019077198557,2424,,1711.589111328125,2509.70654296875,4433.396484375
hang gliders,ta_cohort_7200s,4.0,3945.3163733431393,2587,,2164.29248046875,3706.87158203125,6363.33740234375
hang gliders,ta_cohort_7200s,5.0,5972.581012434337,3832,,3514.3515625,5392.873046875,9325.46875
hang gliders,ta_cohort_7200s,6.0,8261.000142459872,3855,,4420.22216796875,7459.92236328125,12474.7255859375
hang gliders,ta_cohort_7200s,7.0,10272.149066858803,3871,,4477.5517578125,9311.5419921875,17436.27734375
hang gliders,ta_cohort_7200s,8.0,17174.67337916394,3889,,10638.71484375,15881.0244140625,26285.234375
hang gliders,ta_cohort_7200s,9.0,18509.4142005658,3894,,11592.8916015625,17199.453125,27206.66015625
hang gliders,ta_cohort_7200s,10.0,20327.74045879157,4687,,13038.58203125,18867.890625,28196.978515625
hang gliders,ta_cohort_7200s,11.0,24536.140827552852,4706,,14514.79296875,21954.822265625,37043.1640625
hang gliders,ta_cohort_7200s,12.0,25866.350769587687,4707,,14955.7421875,23001.291015625,38635.2109375
hang gliders,ta_cohort_7200s,14.0,37486.89824714381,4707,,17727.306640625,35174.84375,57191.09765625
hang gliders,ta_cohort_7200s,16.0,49842.970309431716,4714,,29332.15625,45335.5078125,77898.125
hang gliders,ta_cohort_7200s,18.0,63222.51167075815,4715,,38710.20703125,59289.98828125,90828.9296875
hang gliders,ta_cohort_7200s,20.0,71231.94774674856,4718,,44104.375,65488.7734375,101738.4453125
hang gliders,ta_cohort_7200s,23.0,93000.66804047825,4718,,54369.015625,84985.546875,138778.640625
hang gliders,ta_cohort_7200s,25.0,97392.24982248055,4718,,56263.390625,88371.4921875,142346.765625
hang gliders,ta_cohort_7200s,29.0,140930.7479477453,4718,,84360.890625,131020.453125,203219.296875
hang gliders,ta_cohort_7200s,32.0,158662.4728504574,4718,,93452.4609375,144303.4375,231384.890625
hang gliders,ta_cohort_7200s,37.0,212254.01264716993,4718,,122907.4140625,194938.78125,309311.625
hang gliders,ta_cohort_7200s,41.0,254744.31388854343,4718,,148945.375,234325.5625,370917.59375
hang gliders,ta_cohort_7200s,46.0,326913.1483510628,4718,,186393.0,301245.0,479092.03125
hang gliders,ta_cohort_7200s,52.0,389768.42190370423,4718,,222544.640625,357947.9375,570489.8125
hang gliders,ta_cohort_7200s,59.0,518694.65638229874,4718,,292648.34375,481958.1875,763098.8125
hang gliders,ta_cohort_7200s,67.0,642797.7632502017,4720,,356676.5625,590515.75,950335.4375
hang gliders,ta_cohort_7200s,75.0,808479.4763068416,4720,,444798.65625,746652.0,1199572.375
hang gliders,ta_cohort_7200s,85.0,969896.4938335586,4720,,529998.9375,894800.4375,1446522.0
hang gliders,ta_cohort_7200s,95.0,1242901.9536373194,4720,,668945.8125,1145945.75,1871298.875
hang gliders,ta_cohort_7200s,107.0,1517006.491675505,4720,,810281.3125,1395241.5,2291897.75
hang gliders,ta_cohort_7200s,121.0,1865615.7137571794,4720,,988161.625,1719326.0,2809211.5
hang gliders,ta_cohort_7200s,137.0,2354965.7109843357,4720,,1230266.0,2165366.0,3594895.5
hang gliders,ta_cohort_7200s,154.0,2886453.559790071,4720,,1490084.75,2669706.0,4399338.0
hang gliders,ta_cohort_7200s,174.0,3601234.7451579245,4720,,1835882.75,3318757.0,5532423.0
hang gliders,ta_cohort_7200s,196.0,4466633.347220945,4720,,2243515.25,4101265.0,6883546.0
hang gliders,ta_cohort_7200s,221.0,5478226.73407588,4720,,2716608.75,5035894.5,8511391.0
hang gliders,ta_cohort_7200s,249.0,6775655.127368539,4720,,3298566.5,6215802.0,10620721.0
hang gliders,ta_cohort_7200s,281.0,8308797.723644155,4720,,3996125.5,7584941.0,13088384.0
hang gliders,ta_cohort_7200s,316.0,10203996.564226592,4720,,4789081.5,9303002.0,16155230.0
hang gliders,ta_cohort_7200s,357.0,12525243.162414553,4720,,5794664.0,11399521.0,19974874.0
hang gliders,ta_cohort_7200s,402.0,15262640.257330613,4720,,6919205.5,13850408.0,24589892.0
hang gliders,ta_cohort_7200s,453.0,18718651.314854126,4720,,8291796.5,16955420.0,30375494.0
hang gliders,ta_cohort_7200s,511.0,22894756.70232412,4720,,9953593.0,20687948.0,37538760.0
hang gliders,ta_cohort_7200s,576.0,28029864.859003715,4720,,11880792.0,25258930.0,46499636.0
hang gliders,ta_cohort_7200s,649.0,34176870.233577736,4720,,14124578.0,30655182.0,57244924.0
hang gliders,ta_cohort_7200s,732.0,41690951.22757,4720,,16776188.0,37198792.0,70536656.0
hang gliders,ta_cohort_7200s,825.0,50879989.62626362,4720,,19801042.0,45235208.0,86905816.0
hang gliders,ta_cohort_7200s,931.0,62317463.00342146,4720,,23172952.0,55096216.0,108108632.0
hang gliders,ta_cohort_7200s,1049.0,76084705.22613032,4720,,27025684.0,66924896.0,133755336.0
hang gliders,ta_cohort_7200s,1183.0,92854521.34963429,4720,,31409862.0,81326928.0,165428480.0
hang gliders,ta_cohort_7200s,1334.0,113223227.84143475,4720,,36501372.0,98578616.0,203314880.0
hang gliders,ta_cohort_7200s,1504.0,137869890.33786377,4720,,42118796.0,119144896.0,250310560.0
hang gliders,ta_cohort_7200s,1695.0,167808159.31582388,4720,,48329408.0,144553984.0,311252160.0
hang gliders,ta_cohort_7200s,1911.0,203434940.40075675,4720,,54822164.0,173959968.0,382634848.0
hang gliders,ta_cohort_7200s,2155.0,246546334.26316988,4720,,61851084.0,208628480.0,471456992.0
hang gliders,ta_cohort_7200s,2429.0,297275646.2771226,4720,,69426928.0,247977616.0,577805056.0
hang gliders,ta_cohort_7200s,2739.0,357530359.2558408,4720,,75236608.0,293765664.0,707236992.0
hang gliders,ta_cohort_7200s,3088.0,427825443.4695621,4720,,80870128.0,345013824.0,864867904.0
hang gliders,ta_cohort_7200s,3481.0,508494247.49063444,4720,,83104728.0,397036000.0,1046006976.0
hang gliders,ta_cohort_7200s,3925.0,624341890.5734259,4415,,110063728.0,478752640.0,1302782336.0
hang gliders,ta_cohort_7200s,4425.0,776262547.591161,3971,,152644176.0,585746368.0,1623216000.0
hang gliders,ta_cohort_7200s,4989.0,971640627.546269,3456,,212578080.0,728974528.0,2044982016.0
hang gliders,ta_cohort_7200s,5624.0,1228778607.2415414,2905,,311695072.0,903169280.0,2588232704.0
hang gliders,ta_cohort_7200s,6341.0,1558091161.6351976,2347,,400982944.0,1130143616.0,3270983424.0
hang gliders,ta_cohort_7200s,7149.0,1986619469.9509344,1835,,526209728.0,1372683264.0,4180010240.0
hang gliders,ta_cohort_7200s,8059.0,2609954480.264797,1286,,729164736.0,1833553664.0,5424199680.0
hang gliders,ta_cohort_7200s,9086.0,3499374346.7426248,858,,970616768.0,2502417408.0,6584403968.0
hang gliders,ta_cohort_7200s,10244.0,4563179383.709414,554,,1474312576.0,3483685376.0,7868839936.0
hang gliders,ta_cohort_7200s,11549.0,5725714454.041311,319,,2154393856.0,4302258176.0,10293012480.0
hang gliders,ta_cohort_7200s,13021.0,7545883500.470114,137,,2859574528.0,5175509504.0,14310602752.0
hang gliders,ta_cohort_7200s,14680.0,9492208060.44984,34,,3871444480.0,5459637760.0,19379372032.0
hang gliders,ta_cohort_7200s,16550.0,11481115636.844486,7,,4808218112.0,6623024640.0,22950975488.0
hang gliders,ta_cohort_7200s,18659.0,15398623505.32811,6,,5530770432.0,9775230976.0,30889869312.0
hang gliders,ta_cohort_7200s,21037.0,18152209874.028458,4,,5543193600.0,8706153472.0,38318071808.0
hang gliders,ta_cohort_7200s,23717.0,34695194876.05084,2,,11511591936.0,34695192576.0,57878798336.0
hang gliders,ta_cohort_7200s,26739.0,81150920149.50557,1,,81150918656.0,81150918656.0,81150918656.0
hang gliders,ta_cohort_7200s,30146.0,,0,,,,
hang gliders,ta_cohort_7200s,33987.0,,0,,,,
hang gliders,ta_cohort_7200s,38318.0,,0,,,,
hang gliders,ta_cohort_7200s,43200.0,,0,,,,
hang gliders,ta_cohort_14400s,1.0,326.59985330720133,561,,218.41082763671875,282.6355895996094,510.0949401855469
hang gliders,ta_cohort_14400s,2.0,1257.2441120678009,761,,857.4083251953125,1101.5035400390625,1964.232666015625
hang gliders,ta_cohort_14400s,3.0,3142.0792137995895,968,,1940.7889404296875,2674.6416015625,4725.0400390625
hang gliders,ta_cohort_14400s,4.0,4545.957516005531,1061,,2382.639892578125,4061.77001953125,7753.2138671875
hang gliders,ta_cohort_14400s,5.0,6872.173166230526,1490,,3930.24267578125,6196.75244140625,11307.9521484375
hang gliders,ta_cohort_14400s,6.0,9822.951273535615,1495,,4842.09326171875,8550.35546875,16838.501953125
hang gliders,ta_cohort_14400s,7.0,12068.330617266638,1496,,4882.96630859375,10832.78125,22546.666015625
